timestamp,model,task_id,prompt_tokens,response_tokens,duration_sec,cost_usd
2025-05-21T02:14:33.353922,gpt-4o-mini,gpt4o:27353385:28,1461,38,1.38,0.004497
2025-05-21T02:14:34.579050,gpt-4o-mini,gpt4o:27353385:30,1474,53,1.22,0.004581
2025-05-21T02:14:35.688153,gpt-4o-mini,gpt4o:27353385:33,1439,19,1.11,0.004374
2025-05-21T02:14:36.776276,gpt-4o-mini,gpt4o:9294935:4,577,28,1.09,0.001815
2025-05-21T02:14:38.146783,gpt-4o-mini,gpt4o:23388799:2,628,39,1.37,0.002001
2025-05-21T02:14:39.185677,gpt-4o-mini,gpt4o:32272430:5,754,27,1.04,0.002343
2025-05-21T02:14:40.110723,gpt-4o-mini,gpt4o:32272430:6,779,23,0.92,0.002406
2025-05-21T02:14:41.356938,gpt-4o-mini,gpt4o:32272430:7,766,39,1.25,0.002415
2025-05-21T02:14:42.429295,gpt-4o-mini,gpt4o:17722706:9,1083,50,1.07,0.003399
2025-05-21T02:14:43.239801,gpt-4o-mini,gpt4o:17722706:10,1076,40,0.81,0.003348
2025-05-21T02:14:44.481460,gpt-4o-mini,gpt4o:17722706:11,1080,41,1.24,0.003363
2025-05-21T02:14:45.348599,gpt-4o-mini,gpt4o:17722706:12,1070,33,0.87,0.003309
2025-05-21T02:14:48.689108,gpt-4o-mini,gpt4o:17722706:13,1109,50,3.34,0.003477
2025-05-21T02:14:49.704722,gpt-4o-mini,gpt4o:17722706:14,1081,41,1.01,0.003366
2025-05-21T02:14:50.622068,gpt-4o-mini,gpt4o:17722706:15,1089,42,0.92,0.003393
2025-05-21T02:14:52.099873,gpt-4o-mini,gpt4o:17722706:18,1081,40,1.48,0.003363
2025-05-21T02:14:53.221602,gpt-4o-mini,gpt4o:33095090:2,570,33,1.12,0.001809
2025-05-21T02:14:53.933087,gpt-4o-mini,gpt4o:23352618:6,780,29,0.71,0.002427
2025-05-21T02:14:55.178955,gpt-4o-mini,gpt4o:23352618:7,783,37,1.25,0.00246
2025-05-21T02:14:56.260846,gpt-4o-mini,gpt4o:23352618:8,794,27,1.08,0.002463
2025-05-21T02:14:57.135257,gpt-4o-mini,gpt4o:35836323:0,915,32,0.87,0.002841
2025-05-21T02:14:58.217066,gpt-4o-mini,gpt4o:35836323:6,921,42,1.08,0.002889
2025-05-21T02:14:59.079823,gpt-4o-mini,gpt4o:35836323:7,974,42,0.86,0.003048
2025-05-21T02:15:00.296261,gpt-4o-mini,gpt4o:35836323:8,951,33,1.22,0.002952
2025-05-21T02:15:00.975137,gpt-4o-mini,gpt4o:2316808:2,668,29,0.68,0.002091
2025-05-21T02:15:02.484957,gpt-4o-mini,gpt4o:2316808:4,672,26,1.51,0.002094
2025-05-21T02:15:03.820810,gpt-4o-mini,gpt4o:7049964:8,787,42,1.33,0.002487
2025-05-21T02:15:04.952258,gpt-4o-mini,gpt4o:30126148:6,838,42,1.13,0.00264
2025-05-21T02:15:05.963215,gpt-4o-mini,gpt4o:30126148:9,829,30,1.01,0.002577
2025-05-21T02:15:08.578162,gpt-4o-mini,gpt4o:1910436:2,886,73,2.61,0.002877
2025-05-21T02:15:10.482639,gpt-4o-mini,gpt4o:1910436:3,887,71,1.9,0.002874
2025-05-21T02:15:12.562300,gpt-4o-mini,gpt4o:1910436:4,907,63,2.08,0.00291
2025-05-21T02:15:13.399637,gpt-4o-mini,gpt4o:1910436:5,873,32,0.84,0.002715
2025-05-21T02:15:14.693122,gpt-4o-mini,gpt4o:1910436:6,874,58,1.29,0.002796
2025-05-21T02:15:15.599560,gpt-4o-mini,gpt4o:27335331:8,898,36,0.9,0.002802
2025-05-21T02:15:16.463007,gpt-4o-mini,gpt4o:27335331:9,850,33,0.86,0.002649
2025-05-21T02:15:17.347789,gpt-4o-mini,gpt4o:27335331:10,850,31,0.88,0.002643
2025-05-21T02:15:18.572830,gpt-4o-mini,gpt4o:21995590:4,823,52,1.22,0.002625
2025-05-21T02:15:19.569507,gpt-4o-mini,gpt4o:21995590:5,793,25,1.0,0.002454
2025-05-21T02:15:20.560661,gpt-4o-mini,gpt4o:21995590:6,791,25,0.99,0.002448
2025-05-21T02:15:21.433406,gpt-4o-mini,gpt4o:21995590:8,806,22,0.87,0.002484
2025-05-21T02:15:22.403221,gpt-4o-mini,gpt4o:31467278:4,668,36,0.97,0.002112
2025-05-21T02:15:23.144120,gpt-4o-mini,gpt4o:19616778:3,857,26,0.74,0.002649
2025-05-21T02:15:23.924515,gpt-4o-mini,gpt4o:19616778:4,789,23,0.78,0.002436
2025-05-21T02:15:24.992550,gpt-4o-mini,gpt4o:19616778:5,777,35,1.07,0.002436
2025-05-21T02:15:26.141133,gpt-4o-mini,gpt4o:42126:2,686,36,1.15,0.002166
2025-05-21T02:15:27.012309,gpt-4o-mini,gpt4o:42126:3,681,30,0.87,0.002133
2025-05-21T02:15:28.114975,gpt-4o-mini,gpt4o:42126:5,687,41,1.1,0.002184
2025-05-21T02:15:30.010690,gpt-4o-mini,gpt4o:8789124:1,836,55,1.89,0.002673
2025-05-21T02:15:31.343827,gpt-4o-mini,gpt4o:8789124:3,824,27,1.33,0.002553
2025-05-21T02:15:32.228740,gpt-4o-mini,gpt4o:8789124:4,841,31,0.88,0.002616
2025-05-21T02:15:33.442180,gpt-4o-mini,gpt4o:25417522:6,760,59,1.21,0.002457
2025-05-21T02:15:35.094066,gpt-4o-mini,gpt4o:25417522:7,758,42,1.65,0.0024
2025-05-21T02:15:36.594959,gpt-4o-mini,gpt4o:27008086:3,879,44,1.5,0.002769
2025-05-21T02:15:37.740215,gpt-4o-mini,gpt4o:27008086:5,861,30,1.14,0.002673
2025-05-21T02:15:38.890768,gpt-4o-mini,gpt4o:27008086:6,846,38,1.15,0.002652
2025-05-21T02:15:39.841513,gpt-4o-mini,gpt4o:27008086:7,845,31,0.95,0.002628
2025-05-21T02:15:41.384951,gpt-4o-mini,gpt4o:2559420:1,638,27,1.54,0.001995
2025-05-21T02:15:42.877419,gpt-4o-mini,gpt4o:2559420:2,647,31,1.49,0.002034
2025-05-21T02:15:43.801953,gpt-4o-mini,gpt4o:29397987:1,822,33,0.92,0.002565
2025-05-21T02:15:44.844868,gpt-4o-mini,gpt4o:29397987:7,808,27,1.04,0.002505
2025-05-21T02:15:46.093438,gpt-4o-mini,gpt4o:29397987:10,810,38,1.25,0.002544
2025-05-21T02:15:47.545683,gpt-4o-mini,gpt4o:15664175:4,752,19,1.45,0.002313
2025-05-21T02:15:48.388401,gpt-4o-mini,gpt4o:15664175:6,751,33,0.84,0.002352
2025-05-21T02:15:49.377069,gpt-4o-mini,gpt4o:15664175:7,746,29,0.99,0.002325
2025-05-21T02:15:50.227685,gpt-4o-mini,gpt4o:15664175:8,736,26,0.85,0.002286
2025-05-21T02:15:51.146264,gpt-4o-mini,gpt4o:33050198:7,802,26,0.92,0.002484
2025-05-21T02:15:52.480262,gpt-4o-mini,gpt4o:33050198:8,791,30,1.33,0.002463
2025-05-21T02:15:53.714210,gpt-4o-mini,gpt4o:33050198:9,782,51,1.23,0.002499
2025-05-21T02:15:57.060668,gpt-4o-mini,gpt4o:33050198:10,797,50,3.35,0.002541
2025-05-21T02:15:57.814509,gpt-4o-mini,gpt4o:33050198:11,777,17,0.75,0.002382
2025-05-21T02:15:58.789881,gpt-4o-mini,gpt4o:33050198:12,790,22,0.97,0.002436
2025-05-21T02:16:00.011500,gpt-4o-mini,gpt4o:18313998:6,710,30,1.22,0.00222
2025-05-21T02:16:00.819006,gpt-4o-mini,gpt4o:28396581:4,726,27,0.81,0.002259
2025-05-21T02:16:02.241032,gpt-4o-mini,gpt4o:28396581:5,740,42,1.42,0.002346
2025-05-21T02:16:03.386776,gpt-4o-mini,gpt4o:28396581:7,738,24,1.14,0.002286
2025-05-21T02:16:04.439729,gpt-4o-mini,gpt4o:28396581:9,726,28,1.05,0.002262
2025-05-21T02:16:05.322407,gpt-4o-mini,gpt4o:16641947:0,839,25,0.88,0.002592
2025-05-21T02:16:06.098280,gpt-4o-mini,gpt4o:16641947:5,844,31,0.78,0.002625
2025-05-21T02:16:06.980658,gpt-4o-mini,gpt4o:16641947:6,844,30,0.88,0.002622
2025-05-21T02:16:08.115406,gpt-4o-mini,gpt4o:16641947:7,845,31,1.13,0.002628
2025-05-21T02:16:09.428481,gpt-4o-mini,gpt4o:16641947:8,850,21,1.31,0.002613
2025-05-21T02:16:10.379514,gpt-4o-mini,gpt4o:16641947:9,865,40,0.95,0.002715
2025-05-21T02:16:12.436323,gpt-4o-mini,gpt4o:16641947:10,863,35,2.06,0.002694
2025-05-21T02:16:13.051535,gpt-4o-mini,gpt4o:16641947:11,838,24,0.61,0.002586
2025-05-21T02:16:13.745826,gpt-4o-mini,gpt4o:16641947:12,842,25,0.69,0.002601
2025-05-21T02:16:15.032358,gpt-4o-mini,gpt4o:26314429:10,882,42,1.28,0.002772
2025-05-21T02:16:16.119495,gpt-4o-mini,gpt4o:26314429:11,873,49,1.09,0.002766
2025-05-21T02:16:17.304761,gpt-4o-mini,gpt4o:26314429:12,876,31,1.18,0.002721
2025-05-21T02:16:18.129203,gpt-4o-mini,gpt4o:26314429:13,878,37,0.82,0.002745
2025-05-21T02:16:18.888170,gpt-4o-mini,gpt4o:2460700:4,685,26,0.76,0.002133
2025-05-21T02:16:19.978755,gpt-4o-mini,gpt4o:2460700:5,685,44,1.09,0.002187
2025-05-21T02:16:21.800024,gpt-4o-mini,gpt4o:15043929:5,695,32,1.82,0.002181
2025-05-21T02:17:13.439661,gpt-4o-mini,gpt4o:27591877:1,847,2048,51.64,0.008685
2025-05-21T02:17:20.923508,gpt-4o-mini,gpt4o:27591877:2,861,338,7.48,0.003597
2025-05-21T02:17:22.583004,gpt-4o-mini,gpt4o:27591877:3,881,50,1.66,0.002793
2025-05-21T02:17:23.568755,gpt-4o-mini,gpt4o:27591877:4,821,23,0.98,0.002532
2025-05-21T02:17:24.209001,gpt-4o-mini,gpt4o:25072790:5,687,22,0.64,0.002127
2025-05-21T02:17:25.180196,gpt-4o-mini,gpt4o:25072790:7,701,27,0.97,0.002184
2025-05-21T02:17:25.949686,gpt-4o-mini,gpt4o:25072790:8,697,24,0.77,0.002163
2025-05-21T02:17:26.881503,gpt-4o-mini,gpt4o:25072790:9,707,25,0.93,0.002196
2025-05-21T02:17:27.778854,gpt-4o-mini,gpt4o:35343641:5,779,23,0.9,0.002406
2025-05-21T02:17:28.363221,gpt-4o-mini,gpt4o:35343641:6,777,18,0.58,0.002385
2025-05-21T02:17:29.141898,gpt-4o-mini,gpt4o:35343641:7,790,28,0.78,0.002454
2025-05-21T02:17:30.113063,gpt-4o-mini,gpt4o:35343641:8,787,27,0.97,0.002442
2025-05-21T02:17:31.053384,gpt-4o-mini,gpt4o:35343641:9,784,25,0.94,0.002427
2025-05-21T02:17:32.157083,gpt-4o-mini,gpt4o:35343641:10,803,40,1.1,0.002529
2025-05-21T02:17:32.938772,gpt-4o-mini,gpt4o:35343641:11,782,26,0.78,0.002424
2025-05-21T02:17:33.606989,gpt-4o-mini,gpt4o:35343641:12,780,23,0.67,0.002409
2025-05-21T02:17:34.733896,gpt-4o-mini,gpt4o:35343641:13,782,17,1.13,0.002397
2025-05-21T02:17:35.659404,gpt-4o-mini,gpt4o:35343641:14,809,25,0.92,0.002502
2025-05-21T02:17:36.697789,gpt-4o-mini,gpt4o:2420505:2,692,20,1.04,0.002136
2025-05-21T02:17:37.813765,gpt-4o-mini,gpt4o:2420505:3,722,34,1.12,0.002268
2025-05-21T02:17:39.109888,gpt-4o-mini,gpt4o:2420505:4,704,44,1.3,0.002244
2025-05-21T02:17:40.377674,gpt-4o-mini,gpt4o:2420505:5,709,29,1.27,0.002214
2025-05-21T02:17:41.312259,gpt-4o-mini,gpt4o:23339683:5,910,43,0.93,0.002859
2025-05-21T02:18:17.451871,gpt-4o-mini,gpt4o:23339683:6,943,2048,36.14,0.008973
2025-05-21T02:18:18.723887,gpt-4o-mini,gpt4o:23339683:7,864,43,1.27,0.002721
2025-05-21T02:18:19.699042,gpt-4o-mini,gpt4o:29020506:1,706,39,0.97,0.002235
2025-05-21T02:18:21.828688,gpt-4o-mini,gpt4o:29020506:2,690,40,2.13,0.00219
2025-05-21T02:18:22.620633,gpt-4o-mini,gpt4o:23945053:3,834,32,0.79,0.002598
2025-05-21T02:18:23.626144,gpt-4o-mini,gpt4o:23945053:4,833,34,1.0,0.002601
2025-05-21T02:18:24.554054,gpt-4o-mini,gpt4o:23945053:5,827,23,0.93,0.00255
2025-05-21T02:18:25.720635,gpt-4o-mini,gpt4o:23945053:6,848,43,1.17,0.002673
2025-05-21T02:18:26.582461,gpt-4o-mini,gpt4o:23945053:7,831,25,0.86,0.002568
2025-05-21T02:18:27.209602,gpt-4o-mini,gpt4o:37490948:5,813,24,0.63,0.002511
2025-05-21T02:18:28.766515,gpt-4o-mini,gpt4o:37490948:6,820,35,1.56,0.002565
2025-05-21T02:18:29.634684,gpt-4o-mini,gpt4o:37490948:7,821,33,0.87,0.002562
2025-05-21T02:18:30.832702,gpt-4o-mini,gpt4o:37490948:8,803,43,1.2,0.002538
2025-05-21T02:18:31.741164,gpt-4o-mini,gpt4o:37352204:5,822,37,0.91,0.002577
2025-05-21T02:18:32.824407,gpt-4o-mini,gpt4o:37352204:6,823,36,1.08,0.002577
2025-05-21T02:18:36.032153,gpt-4o-mini,gpt4o:20410185:1,834,106,3.21,0.00282
2025-05-21T02:18:37.396710,gpt-4o-mini,gpt4o:20410185:2,821,27,1.36,0.002544
2025-05-21T02:18:38.055298,gpt-4o-mini,gpt4o:20410185:3,819,25,0.66,0.002532
2025-05-21T02:18:39.121649,gpt-4o-mini,gpt4o:20410185:4,815,36,1.07,0.002553
2025-05-21T02:18:40.365515,gpt-4o-mini,gpt4o:20410185:5,795,40,1.24,0.002505
2025-05-21T02:18:41.971383,gpt-4o-mini,gpt4o:27755771:4,796,52,1.6,0.002544
2025-05-21T02:18:43.034607,gpt-4o-mini,gpt4o:27755771:5,766,27,1.06,0.002379
2025-05-21T02:18:43.915164,gpt-4o-mini,gpt4o:27755771:6,789,29,0.88,0.002454
2025-05-21T02:18:45.208230,gpt-4o-mini,gpt4o:3420112:1,814,29,1.29,0.002529
2025-05-21T02:18:46.314695,gpt-4o-mini,gpt4o:3420112:5,817,38,1.11,0.002565
2025-05-21T02:18:47.814756,gpt-4o-mini,gpt4o:3420112:6,832,40,1.5,0.002616
2025-05-21T02:18:49.521736,gpt-4o-mini,gpt4o:3420112:9,830,51,1.71,0.002643
2025-05-21T02:18:50.692539,gpt-4o-mini,gpt4o:3420112:10,815,42,1.17,0.002571
2025-05-21T02:18:52.031451,gpt-4o-mini,gpt4o:17051598:2,758,46,1.34,0.002412
2025-05-21T02:18:54.021204,gpt-4o-mini,gpt4o:17051598:3,766,64,1.99,0.00249
2025-05-21T02:18:55.827161,gpt-4o-mini,gpt4o:17051598:4,769,66,1.81,0.002505
2025-05-21T02:18:57.497750,gpt-4o-mini,gpt4o:28114624:6,992,43,1.67,0.003105
2025-05-21T02:18:58.690038,gpt-4o-mini,gpt4o:28114624:8,990,40,1.19,0.00309
2025-05-21T02:19:00.454531,gpt-4o-mini,gpt4o:28114624:9,1004,27,1.76,0.003093
2025-05-21T02:19:02.391073,gpt-4o-mini,gpt4o:28114624:10,1027,46,1.94,0.003219
2025-05-21T02:19:04.529116,gpt-4o-mini,gpt4o:28114624:11,1013,35,2.14,0.003144
2025-05-21T02:19:05.632592,gpt-4o-mini,gpt4o:28114624:12,990,36,1.1,0.003078
2025-05-21T02:19:06.355628,gpt-4o-mini,gpt4o:28114624:14,984,21,0.72,0.003015
2025-05-21T02:19:07.311913,gpt-4o-mini,gpt4o:28114624:15,979,29,0.96,0.003024
2025-05-21T02:19:08.796507,gpt-4o-mini,gpt4o:11131883:3,1025,41,1.48,0.003198
2025-05-21T02:19:10.295869,gpt-4o-mini,gpt4o:11131883:4,1077,61,1.5,0.003414
2025-05-21T02:19:11.485806,gpt-4o-mini,gpt4o:11131883:5,1021,45,1.19,0.003198
2025-05-21T02:19:12.999347,gpt-4o-mini,gpt4o:11131883:7,1023,47,1.51,0.00321
2025-05-21T02:19:13.838177,gpt-4o-mini,gpt4o:19041664:3,716,31,0.84,0.002241
2025-05-21T02:19:15.066750,gpt-4o-mini,gpt4o:19041664:4,724,30,1.23,0.002262
2025-05-21T02:19:16.434712,gpt-4o-mini,gpt4o:19041664:5,722,39,1.37,0.002283
2025-05-21T02:19:17.501559,gpt-4o-mini,gpt4o:19041664:7,741,29,1.07,0.00231
2025-05-21T02:19:18.422812,gpt-4o-mini,gpt4o:22971227:5,848,30,0.92,0.002634
2025-05-21T02:19:19.739538,gpt-4o-mini,gpt4o:22971227:9,888,46,1.32,0.002802
2025-05-21T02:19:21.364101,gpt-4o-mini,gpt4o:22971227:10,860,31,1.62,0.002673
2025-05-21T02:19:22.837952,gpt-4o-mini,gpt4o:975589:2,626,27,1.47,0.001959
2025-05-21T02:19:23.843356,gpt-4o-mini,gpt4o:975589:3,653,33,1.0,0.002058
2025-05-21T02:19:24.772600,gpt-4o-mini,gpt4o:975589:4,635,36,0.93,0.002013
2025-05-21T02:19:26.013206,gpt-4o-mini,gpt4o:34077824:7,937,31,1.24,0.002904
2025-05-21T02:19:26.820144,gpt-4o-mini,gpt4o:34077824:8,912,17,0.81,0.002787
2025-05-21T02:19:27.942100,gpt-4o-mini,gpt4o:34077824:11,915,29,1.12,0.002832
2025-05-21T02:19:29.911571,gpt-4o-mini,gpt4o:34077824:12,933,61,1.97,0.002982
2025-05-21T02:19:31.549354,gpt-4o-mini,gpt4o:21049259:3,853,53,1.63,0.002718
2025-05-21T02:19:33.768264,gpt-4o-mini,gpt4o:21049259:4,886,76,2.22,0.002886
2025-05-21T02:19:36.425136,gpt-4o-mini,gpt4o:21049259:5,858,55,2.66,0.002739
2025-05-21T02:19:37.918985,gpt-4o-mini,gpt4o:21049259:6,850,28,1.49,0.002634
2025-05-21T02:19:38.948666,gpt-4o-mini,gpt4o:27736158:5,1007,33,1.03,0.00312
2025-05-21T02:19:39.856655,gpt-4o-mini,gpt4o:27736158:6,1047,32,0.91,0.003237
2025-05-21T02:19:41.046562,gpt-4o-mini,gpt4o:27736158:7,1017,23,1.19,0.00312
2025-05-21T02:19:42.290465,gpt-4o-mini,gpt4o:27736158:8,967,26,1.24,0.002979
2025-05-21T02:19:43.101923,gpt-4o-mini,gpt4o:2562571:3,566,23,0.81,0.001767
2025-05-21T02:19:44.442699,gpt-4o-mini,gpt4o:34143881:6,1014,52,1.34,0.003198
2025-05-21T02:19:45.786469,gpt-4o-mini,gpt4o:34143881:7,987,30,1.34,0.003051
2025-05-21T02:19:46.852011,gpt-4o-mini,gpt4o:34143881:8,1021,36,1.06,0.003171
2025-05-21T02:19:48.324249,gpt-4o-mini,gpt4o:34143881:9,970,26,1.47,0.002988
2025-05-21T02:19:49.237474,gpt-4o-mini,gpt4o:34143881:10,987,32,0.91,0.003057
2025-05-21T02:19:49.941947,gpt-4o-mini,gpt4o:18970220:3,861,29,0.7,0.00267
2025-05-21T02:19:51.272534,gpt-4o-mini,gpt4o:18970220:4,821,46,1.33,0.002601
2025-05-21T02:19:52.048772,gpt-4o-mini,gpt4o:18970220:7,786,28,0.78,0.002442
